208,-4.11492,546.02,1.24504
207,-5.28385,551.18,1.24781
206,-5.29196,555.807,1.2485
205,-6.63266,560.112,1.24887
204,-7.77342,564.778,1.25174
203,-6.91407,570.549,1.26089
202,-7.05096,577.875,1.27883
201,-7.77442,586.606,1.30357
200,-9.03103,595.731,1.3287
199,-8.38412,604.425,1.3499
198,-9.1408,612.513,1.36276
197,-9.96931,620.26,1.37021
196,-9.96244,627.684,1.37613
195,-10.3694,634.46,1.38083
194,-7.87391,641.246,1.38436
193,-7.4948,648.051,1.38695
192,-6.55824,655.13,1.3872
191,-5.68038,662.768,1.38339
190,-2.31718,671.165,1.3741
,,,
##### Extended Information,,,
[Comments],,,
Sample name,JRH_2056-13,,
Comment,80 ul stock 220 acn,,
User,,,
Division,,,
Company,University of Texas at Austin,,
,,,
[Detailed Information],,,
Creation date,12/10/2020 11:49,,
,,,
Data array type,Linear data array * 3,,
Horizontal axis,Wavelength [nm],,
Vertical axis(1),CD [mdeg],,
Vertical axis(2),HT [V],,
Vertical axis(3),Abs,,
Start,450 nm,,
End,190 nm,,
Data interval,1 nm,,
Data points,261,,
,,,
[Measurement Information],,,
Instrument name,CD Instrument,,
Model name,J-815,,
Serial No.,A007161168,,
,,,
Accessory,PTC-424S,,
Accessory S/N,A002561182,,
  Cell,1,,
  Temperature,19.99 C,,
  Control sensor,Holder,,
  Monitor sensor,Holder,,
  Start Mode,Start immediately,,
  Cell length,10 mm,,
,,,
Measurement date,12/10/2020 11:48,,
,,,
Photometric mode,CD, HT, Abs
Measure range,450 - 190 nm,,
Data pitch,1 nm,,
Sensitivity,Standard,,
D.I.T.,2 sec,,
Bandwidth,1.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,50 nm/min,,
Baseline correction,Baseline,,
Shutter control,Manual,,
CD detector,PMT,,
PMT voltage,Auto,,
Accumulations,3,,
,,,
Solvent,ACN,,
